banana,1
roasted_pork,1
horseradish,2
celery,5
white_wine,13
green_bell_pepper,1
bread,14
sage,1
apple,14
chicken,3
whiskey,1
cardamom,33
rosemary,1
bourbon_whiskey,1
tea,1
chicken_broth,3
smoke,3
scallop,1
apricot,1
shrimp,9
citrus,2
cabbage,8
egg_noodle,1
pecan,4
plum,6
coconut,4
cocoa,6
parsnip,1
beef,13
blueberry,2
cucumber,11
turnip,2
pear,3
almond,46
rutabaga,1
sour_cherry,1
chive,8
scallion,4
bitter_orange,1
lingonberry,5
cream_cheese,2
mussel,2
yogurt,2
pineapple,1
roasted_beef,1
lemon,12
caviar,1
port_wine,5
bean,2
saffron,1
rye_bread,9
garlic,8
ginger,12
tabasco_pepper,1
cheese,4
vegetable,3
salmon_roe,1
lemon_peel,1
olive,2
carrot,14
turmeric,5
cauliflower,2
lime_juice,2
cranberry,1
bell_pepper,5
red_wine,8
orange_juice,4
juniper_berry,3
thyme,3
berry,2
vanilla,38
raisin,12
vinegar,38
butter,160
turkey,1
mushroom,1
beef_broth,4
lettuce,7
cane_molasses,31
licorice,1
crab,1
honey,2
beer,1
egg,132
pea,4
fennel,4
black_pepper,33
radish,3
nut,1
brandy,6
cognac,1
clam,1
strawberry,2
blackberry,2
hazelnut,1
corn,9
dill,27
onion,39
caraway,12
parsley,12
milk,56
rum,2
lemon_juice,16
mustard,21
fish,6
wine,3
orange,18
fruit,3
corn_flake,1
seed,14
cumin,8
tarragon,2
ham,5
bacon,3
cream,72
pork,10
oat,5
pepper,29
starch,11
rhubarb,1
raspberry,2
gelatin,5
rice,4
cider,7
wheat,145
macaroni,1
fenugreek,5
tomato,6
leek,2
mint,1
herring,7
cured_pork,1
smoked_salmon,5
buttermilk,8
nutmeg,14
mace,1
vegetable_oil,33
meat,2
celery_oil,1
squash,1
milk_fat,6
salmon,5
coriander,9
romano_cheese,1
beet,10
currant,3
avocado,2
walnut,8
sherry,3
potato,28
date,1
pork_sausage,2
lamb,3
cheddar_cheese,1
cherry,4
blue_cheese,1
tamarind,3
lovage,1
barley,1
rye_flour,18
yeast,23
veal,3
white_bread,2
whole_grain_wheat_flour,3
chervil,1
coffee,3
lard,13
cinnamon,38
cereal,1
shallot,4
anise_seed,4
orange_peel,3
bay,6
cilantro,1
olive_oil,11
